Business Line (group),Business Line,Date Prefix,Adjustments Outcome,No-Adjustments Value,Date,Date (group),Description1,Revenue and Expense Type,Year,Value
HQ,MTA Headquarters,Projected,182.082,182.082,1/1/2023,Projected,Professional Service Contracts,Non-labor Expense,2023,182.082
HQ,MTA Headquarters,Projected,-63.92,-63.92,1/1/2023,Projected,Reimbursable Overhead,Labor Expense,2023,-63.92
HQ,MTA Headquarters,Projected,0,0,1/1/2023,Projected,Total MTA HQ Debt Service for 2 Broadway Certificates of Participation,Debt Service,2023,0
Metro-North,Metro-North Railroad,,209.2805127,209.2805127,1/1/2010, ,Total CRR Debt Service,Debt Service,2010,209.2805127
Metro-North,Metro-North Railroad,,1.926,1.926,1/1/2011, ,Claims,Non-labor Expense,2011,1.926
Metro-North,Metro-North Railroad,,72.98,72.98,1/1/2011, ,Electric Power,Non-labor Expense,2011,72.98
Metro-North,Metro-North Railroad,,30.427,30.427,1/1/2011, ,Fuel,Non-labor Expense,2011,30.427
Metro-North,Metro-North Railroad,,77.195,77.195,1/1/2011, ,Health and Welfare,Labor Expense,2011,77.195
Metro-North,Metro-North Railroad,,10.027,10.027,1/1/2011, ,Insurance,Non-labor Expense,2011,10.027
Metro-North,Metro-North Railroad,,88.204,88.204,1/1/2011, ,Maintenance and Other Operating Contracts,Non-labor Expense,2011,88.204
Metro-North,Metro-North Railroad,,69.646,69.646,1/1/2011, ,Materials and Supplies,Non-labor Expense,2011,69.646
Metro-North,Metro-North Railroad,,16.748,16.748,1/1/2011, ,OPEB Current Payment,Labor Expense,2011,16.748
Metro-North,Metro-North Railroad,,24.647,24.647,1/1/2011, ,Other Business Expenses,Non-labor Expense,2011,24.647
Metro-North,Metro-North Railroad,,87.746,87.746,1/1/2011, ,Other Fringe Benefits,Labor Expense,2011,87.746
Metro-North,Metro-North Railroad,,60.094,60.094,1/1/2011, ,Overtime,Labor Expense,2011,60.094
Metro-North,Metro-North Railroad,,385.061,385.061,1/1/2011, ,Payroll,Labor Expense,2011,385.061
Metro-North,Metro-North Railroad,,50.895,50.895,1/1/2011, ,Pensions,Labor Expense,2011,50.895
Metro-North,Metro-North Railroad,,21.459,21.459,1/1/2011, ,Professional Service Contracts,Non-labor Expense,2011,21.459
Metro-North,Metro-North Railroad,,-36.894,-36.894,1/1/2011, ,Reimbursable Overhead,Labor Expense,2011,-36.894
Metro-North,Metro-North Railroad,,229.4156166,229.4156166,1/1/2011, ,Total CRR Debt Service,Debt Service,2011,229.4156166
Metro-North,Metro-North Railroad,,0.356,0.356,1/1/2012, ,Claims,Non-labor Expense,2012,0.356
Metro-North,Metro-North Railroad,,69.985,69.985,1/1/2012, ,Electric Power,Non-labor Expense,2012,69.985
Metro-North,Metro-North Railroad,,28.789,28.789,1/1/2012, ,Fuel,Non-labor Expense,2012,28.789
Metro-North,Metro-North Railroad,,81.664,81.664,1/1/2012, ,Health and Welfare,Labor Expense,2012,81.664
Metro-North,Metro-North Railroad,,10.79,10.79,1/1/2012, ,Insurance,Non-labor Expense,2012,10.79
Metro-North,Metro-North Railroad,,89.262,89.262,1/1/2012, ,Maintenance and Other Operating Contracts,Non-labor Expense,2012,89.262
Metro-North,Metro-North Railroad,,62.52,62.52,1/1/2012, ,Materials and Supplies,Non-labor Expense,2012,62.52
Metro-North,Metro-North Railroad,,19.456,19.456,1/1/2012, ,OPEB Current Payment,Labor Expense,2012,19.456
Metro-North,Metro-North Railroad,,17.957,17.957,1/1/2012, ,Other Business Expenses,Non-labor Expense,2012,17.957
Metro-North,Metro-North Railroad,,92.904,92.904,1/1/2012, ,Other Fringe Benefits,Labor Expense,2012,92.904
Metro-North,Metro-North Railroad,,55.224,55.224,1/1/2012, ,Overtime,Labor Expense,2012,55.224
Metro-North,Metro-North Railroad,,393.854,393.854,1/1/2012, ,Payroll,Labor Expense,2012,393.854
Metro-North,Metro-North Railroad,,67.126,67.126,1/1/2012, ,Pensions,Labor Expense,2012,67.126
Metro-North,Metro-North Railroad,,24.083,24.083,1/1/2012, ,Professional Service Contracts,Non-labor Expense,2012,24.083
Metro-North,Metro-North Railroad,,-33.434,-33.434,1/1/2012, ,Reimbursable Overhead,Labor Expense,2012,-33.434
Metro-North,Metro-North Railroad,,251.1259627,251.1259627,1/1/2012, ,Total CRR Debt Service,Debt Service,2012,251.1259627
Metro-North,Metro-North Railroad,,39.328,39.328,1/1/2013, ,Claims,Non-labor Expense,2013,39.328
Metro-North,Metro-North Railroad,,74.416,74.416,1/1/2013, ,Electric Power,Non-labor Expense,2013,74.416
Metro-North,Metro-North Railroad,,29.637,29.637,1/1/2013, ,Fuel,Non-labor Expense,2013,29.637
Metro-North,Metro-North Railroad,,90.742,90.742,1/1/2013, ,Health and Welfare,Labor Expense,2013,90.742
Metro-North,Metro-North Railroad,,14.386,14.386,1/1/2013, ,Insurance,Non-labor Expense,2013,14.386
Metro-North,Metro-North Railroad,,95.298,95.298,1/1/2013, ,Maintenance and Other Operating Contracts,Non-labor Expense,2013,95.298
Metro-North,Metro-North Railroad,,65.081,65.081,1/1/2013, ,Materials and Supplies,Non-labor Expense,2013,65.081
Metro-North,Metro-North Railroad,,21.692,21.692,1/1/2013, ,OPEB Current Payment,Labor Expense,2013,21.692
Metro-North,Metro-North Railroad,,31.457,31.457,1/1/2013, ,Other Business Expenses,Non-labor Expense,2013,31.457
Metro-North,Metro-North Railroad,,110.474,110.474,1/1/2013, ,Other Fringe Benefits,Labor Expense,2013,110.474
Metro-North,Metro-North Railroad,,68.741,68.741,1/1/2013, ,Overtime,Labor Expense,2013,68.741
Metro-North,Metro-North Railroad,,412.077,412.077,1/1/2013, ,Payroll,Labor Expense,2013,412.077
Metro-North,Metro-North Railroad,,77.182,77.182,1/1/2013, ,Pensions,Labor Expense,2013,77.182
Metro-North,Metro-North Railroad,,23.309,23.309,1/1/2013, ,Professional Service Contracts,Non-labor Expense,2013,23.309
Metro-North,Metro-North Railroad,,-36.298,-36.298,1/1/2013, ,Reimbursable Overhead,Labor Expense,2013,-36.298
Metro-North,Metro-North Railroad,,278.1913444,278.1913444,1/1/2013, ,Total CRR Debt Service,Debt Service,2013,278.1913444
Metro-North,Metro-North Railroad,,6.129,6.129,1/1/2014, ,Claims,Non-labor Expense,2014,6.129
Metro-North,Metro-North Railroad,,81.415,81.415,1/1/2014, ,Electric Power,Non-labor Expense,2014,81.415
Metro-North,Metro-North Railroad,,27.642,27.642,1/1/2014, ,Fuel,Non-labor Expense,2014,27.642
Metro-North,Metro-North Railroad,,92.41,92.41,1/1/2014, ,Health and Welfare,Labor Expense,2014,92.41
Metro-North,Metro-North Railroad,,17.303,17.303,1/1/2014, ,Insurance,Non-labor Expense,2014,17.303
Metro-North,Metro-North Railroad,,103.253,103.253,1/1/2014, ,Maintenance and Other Operating Contracts,Non-labor Expense,2014,103.253
Metro-North,Metro-North Railroad,,70.434,70.434,1/1/2014, ,Materials and Supplies,Non-labor Expense,2014,70.434
Metro-North,Metro-North Railroad,,24.103,24.103,1/1/2014, ,OPEB Current Payment,Labor Expense,2014,24.103
Metro-North,Metro-North Railroad,,24.345,24.345,1/1/2014, ,Other Business Expenses,Non-labor Expense,2014,24.345
Metro-North,Metro-North Railroad,,113.054,113.054,1/1/2014, ,Other Fringe Benefits,Labor Expense,2014,113.054
Metro-North,Metro-North Railroad,,98.089,98.089,1/1/2014, ,Overtime,Labor Expense,2014,98.089
Metro-North,Metro-North Railroad,,512.139,512.139,1/1/2014, ,Payroll,Labor Expense,2014,512.139
Metro-North,Metro-North Railroad,,91.385,91.385,1/1/2014, ,Pensions,Labor Expense,2014,91.385
Metro-North,Metro-North Railroad,,24.214,24.214,1/1/2014, ,Professional Service Contracts,Non-labor Expense,2014,24.214
Metro-North,Metro-North Railroad,,-48.421,-48.421,1/1/2014, ,Reimbursable Overhead,Labor Expense,2014,-48.421
Metro-North,Metro-North Railroad,,267.1608222,267.1608222,1/1/2014, ,Total CRR Debt Service,Debt Service,2014,267.1608222
Metro-North,Metro-North Railroad,,5.347,5.347,1/1/2015, ,Claims,Non-labor Expense,2015,5.347
Metro-North,Metro-North Railroad,,77.787,77.787,1/1/2015, ,Electric Power,Non-labor Expense,2015,77.787
Metro-North,Metro-North Railroad,,17.87,17.87,1/1/2015, ,Fuel,Non-labor Expense,2015,17.87
Metro-North,Metro-North Railroad,,90.319,90.319,1/1/2015, ,Health and Welfare,Labor Expense,2015,90.319
Metro-North,Metro-North Railroad,,18.383,18.383,1/1/2015, ,Insurance,Non-labor Expense,2015,18.383
Metro-North,Metro-North Railroad,,98.808,98.808,1/1/2015, ,Maintenance and Other Operating Contracts,Non-labor Expense,2015,98.808
Metro-North,Metro-North Railroad,,82.179,82.179,1/1/2015, ,Materials and Supplies,Non-labor Expense,2015,82.179
Metro-North,Metro-North Railroad,,27.212,27.212,1/1/2015, ,OPEB Current Payment,Labor Expense,2015,27.212
Metro-North,Metro-North Railroad,,24.372,24.372,1/1/2015, ,Other Business Expenses,Non-labor Expense,2015,24.372
Metro-North,Metro-North Railroad,,120.591,120.591,1/1/2015, ,Other Fringe Benefits,Labor Expense,2015,120.591
Metro-North,Metro-North Railroad,,87.835,87.835,1/1/2015, ,Overtime,Labor Expense,2015,87.835
Metro-North,Metro-North Railroad,,476.267,476.267,1/1/2015, ,Payroll,Labor Expense,2015,476.267
Metro-North,Metro-North Railroad,,89.218,89.218,1/1/2015, ,Pensions,Labor Expense,2015,89.218
Metro-North,Metro-North Railroad,,30.983,30.983,1/1/2015, ,Professional Service Contracts,Non-labor Expense,2015,30.983
Metro-North,Metro-North Railroad,,-51.755,-51.755,1/1/2015, ,Reimbursable Overhead,Labor Expense,2015,-51.755
Metro-North,Metro-North Railroad,,288.2798138,288.2798138,1/1/2015, ,Total CRR Debt Service,Debt Service,2015,288.2798138
Metro-North,Metro-North Railroad,,5.289,5.289,1/1/2016, ,Claims,Non-labor Expense,2016,5.289
Metro-North,Metro-North Railroad,,61.865,61.865,1/1/2016, ,Electric Power,Non-labor Expense,2016,61.865
Metro-North,Metro-North Railroad,,14.447,14.447,1/1/2016, ,Fuel,Non-labor Expense,2016,14.447
Metro-North,Metro-North Railroad,,97.965,97.965,1/1/2016, ,Health and Welfare,Labor Expense,2016,97.965
Metro-North,Metro-North Railroad,,18.258,18.258,1/1/2016, ,Insurance,Non-labor Expense,2016,18.258
Metro-North,Metro-North Railroad,,103.427,103.427,1/1/2016, ,Maintenance and Other Operating Contracts,Non-labor Expense,2016,103.427
Metro-North,Metro-North Railroad,,95.117,95.117,1/1/2016, ,Materials and Supplies,Non-labor Expense,2016,95.117
Metro-North,Metro-North Railroad,,30.061,30.061,1/1/2016, ,OPEB Current Payment,Labor Expense,2016,30.061
Metro-North,Metro-North Railroad,,26.766,26.766,1/1/2016, ,Other Business Expenses,Non-labor Expense,2016,26.766
Metro-North,Metro-North Railroad,,119.204,119.204,1/1/2016, ,Other Fringe Benefits,Labor Expense,2016,119.204
Metro-North,Metro-North Railroad,,90.333,90.333,1/1/2016, ,Overtime,Labor Expense,2016,90.333
Metro-North,Metro-North Railroad,,495.722,495.722,1/1/2016, ,Payroll,Labor Expense,2016,495.722
Metro-North,Metro-North Railroad,,91.747,91.747,1/1/2016, ,Pensions,Labor Expense,2016,91.747
Metro-North,Metro-North Railroad,,29.061,29.061,1/1/2016, ,Professional Service Contracts,Non-labor Expense,2016,29.061
Metro-North,Metro-North Railroad,,-48.843,-48.843,1/1/2016, ,Reimbursable Overhead,Labor Expense,2016,-48.843
Metro-North,Metro-North Railroad,,299.8366597,299.8366597,1/1/2016, ,Total CRR Debt Service,Debt Service,2016,299.8366597
Metro-North,Metro-North Railroad,,9.507,9.507,1/1/2017, ,Claims,Non-labor Expense,2017,9.507
Metro-North,Metro-North Railroad,,66.149,66.149,1/1/2017, ,Electric Power,Non-labor Expense,2017,66.149
Metro-North,Metro-North Railroad,,16.817,16.817,1/1/2017, ,Fuel,Non-labor Expense,2017,16.817
Metro-North,Metro-North Railroad,,103.629,103.629,1/1/2017, ,Health and Welfare,Labor Expense,2017,103.629
Metro-North,Metro-North Railroad,,17.343,17.343,1/1/2017, ,Insurance,Non-labor Expense,2017,17.343
Metro-North,Metro-North Railroad,,101.655,101.655,1/1/2017, ,Maintenance and Other Operating Contracts,Non-labor Expense,2017,101.655
Metro-North,Metro-North Railroad,,91.257,91.257,1/1/2017, ,Materials and Supplies,Non-labor Expense,2017,91.257
Metro-North,Metro-North Railroad,,33.01,33.01,1/1/2017, ,OPEB Current Payment,Labor Expense,2017,33.01
Metro-North,Metro-North Railroad,,31.609,31.609,1/1/2017, ,Other Business Expenses,Non-labor Expense,2017,31.609
Metro-North,Metro-North Railroad,,132.998,132.998,1/1/2017, ,Other Fringe Benefits,Labor Expense,2017,132.998
Metro-North,Metro-North Railroad,,91.419,91.419,1/1/2017, ,Overtime,Labor Expense,2017,91.419
Metro-North,Metro-North Railroad,,512.114,512.114,1/1/2017, ,Payroll,Labor Expense,2017,512.114
Metro-North,Metro-North Railroad,,112.551,112.551,1/1/2017, ,Pensions,Labor Expense,2017,112.551
Metro-North,Metro-North Railroad,,35.424,35.424,1/1/2017, ,Professional Service Contracts,Non-labor Expense,2017,35.424
Metro-North,Metro-North Railroad,,-54.004,-54.004,1/1/2017, ,Reimbursable Overhead,Labor Expense,2017,-54.004
Metro-North,Metro-North Railroad,,312.0238026,312.0238026,1/1/2017, ,Total CRR Debt Service,Debt Service,2017,312.0238026
Metro-North,Metro-North Railroad,Mid-year forecast,5.162,5.162,1/1/2018, ,Claims,Non-labor Expense,2018,5.162
Metro-North,Metro-North Railroad,Mid-year forecast,75.264,75.264,1/1/2018, ,Electric Power,Non-labor Expense,2018,75.264
Metro-North,Metro-North Railroad,Mid-year forecast,21.736,21.736,1/1/2018, ,Fuel,Non-labor Expense,2018,21.736
Metro-North,Metro-North Railroad,Mid-year forecast,108.999,108.999,1/1/2018, ,Health and Welfare,Labor Expense,2018,108.999
Metro-North,Metro-North Railroad,Mid-year forecast,17.48,17.48,1/1/2018, ,Insurance,Non-labor Expense,2018,17.48
Metro-North,Metro-North Railroad,Mid-year forecast,108.31,108.31,1/1/2018, ,Maintenance and Other Operating Contracts,Non-labor Expense,2018,108.31
Metro-North,Metro-North Railroad,Mid-year forecast,95.223,95.223,1/1/2018, ,Materials and Supplies,Non-labor Expense,2018,95.223
Metro-North,Metro-North Railroad,Mid-year forecast,36.416,36.416,1/1/2018, ,OPEB Current Payment,Labor Expense,2018,36.416
Metro-North,Metro-North Railroad,Mid-year forecast,32.024,32.024,1/1/2018, ,Other Business Expenses,Non-labor Expense,2018,32.024
Metro-North,Metro-North Railroad,Mid-year forecast,124.338,124.338,1/1/2018, ,Other Fringe Benefits,Labor Expense,2018,124.338
Metro-North,Metro-North Railroad,Mid-year forecast,100.996,100.996,1/1/2018, ,Overtime,Labor Expense,2018,100.996
Metro-North,Metro-North Railroad,Mid-year forecast,527.238,527.238,1/1/2018, ,Payroll,Labor Expense,2018,527.238
Metro-North,Metro-North Railroad,Mid-year forecast,104.896,104.896,1/1/2018, ,Pensions,Labor Expense,2018,104.896
Metro-North,Metro-North Railroad,Mid-year forecast,36.983,36.983,1/1/2018, ,Professional Service Contracts,Non-labor Expense,2018,36.983
Metro-North,Metro-North Railroad,Mid-year forecast,-59.971,-59.971,1/1/2018, ,Reimbursable Overhead,Labor Expense,2018,-59.971
Metro-North,Metro-North Railroad,Mid-year forecast,321.7228851,321.7228851,1/1/2018, ,Total CRR Debt Service,Debt Service,2018,321.7228851
Metro-North,Metro-North Railroad,Preliminary budget,1,1,1/1/2019,Projected,Claims,Non-labor Expense,2019,1
Metro-North,Metro-North Railroad,Preliminary budget,73.137,73.137,1/1/2019,Projected,Electric Power,Non-labor Expense,2019,73.137
Metro-North,Metro-North Railroad,Preliminary budget,21.314,21.314,1/1/2019,Projected,Fuel,Non-labor Expense,2019,21.314
Metro-North,Metro-North Railroad,Preliminary budget,109.162,109.162,1/1/2019,Projected,Health and Welfare,Labor Expense,2019,109.162
Metro-North,Metro-North Railroad,Preliminary budget,16.3,16.3,1/1/2019,Projected,Insurance,Non-labor Expense,2019,16.3
Metro-North,Metro-North Railroad,Preliminary budget,121.231,121.231,1/1/2019,Projected,Maintenance and Other Operating Contracts,Non-labor Expense,2019,121.231
Metro-North,Metro-North Railroad,Preliminary budget,100.871,100.871,1/1/2019,Projected,Materials and Supplies,Non-labor Expense,2019,100.871
Metro-North,Metro-North Railroad,Preliminary budget,39,39,1/1/2019,Projected,OPEB Current Payment,Labor Expense,2019,39
Metro-North,Metro-North Railroad,Preliminary budget,27.421,27.421,1/1/2019,Projected,Other Business Expenses,Non-labor Expense,2019,27.421
Metro-North,Metro-North Railroad,Preliminary budget,125.542,125.542,1/1/2019,Projected,Other Fringe Benefits,Labor Expense,2019,125.542
Metro-North,Metro-North Railroad,Preliminary budget,95.413,95.413,1/1/2019,Projected,Overtime,Labor Expense,2019,95.413
Metro-North,Metro-North Railroad,Preliminary budget,520.149,520.149,1/1/2019,Projected,Payroll,Labor Expense,2019,520.149
Metro-North,Metro-North Railroad,Preliminary budget,109.885,109.885,1/1/2019,Projected,Pensions,Labor Expense,2019,109.885
Metro-North,Metro-North Railroad,Preliminary budget,39.562,39.562,1/1/2019,Projected,Professional Service Contracts,Non-labor Expense,2019,39.562
Metro-North,Metro-North Railroad,Preliminary budget,-75.827,-75.827,1/1/2019,Projected,Reimbursable Overhead,Labor Expense,2019,-75.827
Metro-North,Metro-North Railroad,Preliminary budget,347.2312751,347.2312751,1/1/2019,Projected,Total CRR Debt Service,Debt Service,2019,347.2312751
Metro-North,Metro-North Railroad,Projected,1,1,1/1/2020,Projected,Claims,Non-labor Expense,2020,1
Metro-North,Metro-North Railroad,Projected,73.507,73.507,1/1/2020,Projected,Electric Power,Non-labor Expense,2020,73.507
Metro-North,Metro-North Railroad,Projected,21.146,21.146,1/1/2020,Projected,Fuel,Non-labor Expense,2020,21.146
Metro-North,Metro-North Railroad,Projected,112.703,112.703,1/1/2020,Projected,Health and Welfare,Labor Expense,2020,112.703
Metro-North,Metro-North Railroad,Projected,18.672,18.672,1/1/2020,Projected,Insurance,Non-labor Expense,2020,18.672
Metro-North,Metro-North Railroad,Projected,103.085,103.085,1/1/2020,Projected,Maintenance and Other Operating Contracts,Non-labor Expense,2020,103.085
Metro-North,Metro-North Railroad,Projected,92.771,92.771,1/1/2020,Projected,Materials and Supplies,Non-labor Expense,2020,92.771
Metro-North,Metro-North Railroad,Projected,36,36,1/1/2020,Projected,OPEB Current Payment,Labor Expense,2020,36
Metro-North,Metro-North Railroad,Projected,20.504,20.504,1/1/2020,Projected,Other Business Expenses,Non-labor Expense,2020,20.504
Metro-North,Metro-North Railroad,Projected,128.882,128.882,1/1/2020,Projected,Other Fringe Benefits,Labor Expense,2020,128.882
Metro-North,Metro-North Railroad,Projected,96.397,96.397,1/1/2020,Projected,Overtime,Labor Expense,2020,96.397
Metro-North,Metro-North Railroad,Projected,536.533,536.533,1/1/2020,Projected,Payroll,Labor Expense,2020,536.533
Metro-North,Metro-North Railroad,Projected,109.352,109.352,1/1/2020,Projected,Pensions,Labor Expense,2020,109.352
Metro-North,Metro-North Railroad,Projected,39.684,39.684,1/1/2020,Projected,Professional Service Contracts,Non-labor Expense,2020,39.684
Metro-North,Metro-North Railroad,Projected,-72.18,-72.18,1/1/2020,Projected,Reimbursable Overhead,Labor Expense,2020,-72.18
Metro-North,Metro-North Railroad,Projected,378.8546534,378.8546534,1/1/2020,Projected,Total CRR Debt Service,Debt Service,2020,378.8546534
Metro-North,Metro-North Railroad,Projected,1,1,1/1/2021,Projected,Claims,Non-labor Expense,2021,1
Metro-North,Metro-North Railroad,Projected,76.008,76.008,1/1/2021,Projected,Electric Power,Non-labor Expense,2021,76.008
Metro-North,Metro-North Railroad,Projected,20.52,20.52,1/1/2021,Projected,Fuel,Non-labor Expense,2021,20.52
Metro-North,Metro-North Railroad,Projected,114.807,114.807,1/1/2021,Projected,Health and Welfare,Labor Expense,2021,114.807
Metro-North,Metro-North Railroad,Projected,21.011,21.011,1/1/2021,Projected,Insurance,Non-labor Expense,2021,21.011
Metro-North,Metro-North Railroad,Projected,108.716,108.716,1/1/2021,Projected,Maintenance and Other Operating Contracts,Non-labor Expense,2021,108.716
Metro-North,Metro-North Railroad,Projected,92.451,92.451,1/1/2021,Projected,Materials and Supplies,Non-labor Expense,2021,92.451
Metro-North,Metro-North Railroad,Projected,37,37,1/1/2021,Projected,OPEB Current Payment,Labor Expense,2021,37
Metro-North,Metro-North Railroad,Projected,29.448,29.448,1/1/2021,Projected,Other Business Expenses,Non-labor Expense,2021,29.448
Metro-North,Metro-North Railroad,Projected,131.237,131.237,1/1/2021,Projected,Other Fringe Benefits,Labor Expense,2021,131.237
Metro-North,Metro-North Railroad,Projected,98.324,98.324,1/1/2021,Projected,Overtime,Labor Expense,2021,98.324
Metro-North,Metro-North Railroad,Projected,547.998,547.998,1/1/2021,Projected,Payroll,Labor Expense,2021,547.998
Metro-North,Metro-North Railroad,Projected,106.856,106.856,1/1/2021,Projected,Pensions,Labor Expense,2021,106.856
Metro-North,Metro-North Railroad,Projected,41.064,41.064,1/1/2021,Projected,Professional Service Contracts,Non-labor Expense,2021,41.064
Metro-North,Metro-North Railroad,Projected,-70.989,-70.989,1/1/2021,Projected,Reimbursable Overhead,Labor Expense,2021,-70.989
Metro-North,Metro-North Railroad,Projected,430.0223464,430.0223464,1/1/2021,Projected,Total CRR Debt Service,Debt Service,2021,430.0223464
Metro-North,Metro-North Railroad,Projected,1,1,1/1/2022,Projected,Claims,Non-labor Expense,2022,1
