Business Line (group),Business Line,Date Prefix,Expense Type Note,Adjustments Outcome,No-Adjustments Value,Date,Description1,Revenue and Expense Type,Year,Value
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-68.884,-68.884,1/1/2016,Reimbursable Overhead,Labor Expense,2016,-68.884
HQ,MTA Headquarters,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",2.206,2.206,1/1/2016,Total MTA HQ Debt Service for 2 Broadway Certificates of Participation,Debt Service,2016,2.206
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",1.354,1.354,1/1/2017,Claims,Non-labor Expense,2017,1.354
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",4.895,4.895,1/1/2017,Electric Power,Non-labor Expense,2017,4.895
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0.677,0.677,1/1/2017,Fuel,Non-labor Expense,2017,0.677
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",44.8,44.8,1/1/2017,Health and Welfare,Labor Expense,2017,44.8
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.253,2.253,1/1/2017,Insurance,Non-labor Expense,2017,2.253
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",66.795,66.795,1/1/2017,Maintenance and Other Operating Contracts,Non-labor Expense,2017,66.795
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0.791,0.791,1/1/2017,Materials and Supplies,Non-labor Expense,2017,0.791
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",13.346,13.346,1/1/2017,OPEB Current Payment,Labor Expense,2017,13.346
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",18.962,18.962,1/1/2017,Other Business Expenses,Non-labor Expense,2017,18.962
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",30.165,30.165,1/1/2017,Other Fringe Benefits,Labor Expense,2017,30.165
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",20.562,20.562,1/1/2017,Overtime,Labor Expense,2017,20.562
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2017,Paratransit Service Contracts,Non-labor Expense,2017,0
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",269.709,269.709,1/1/2017,Payroll,Labor Expense,2017,269.709
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",67.941,67.941,1/1/2017,Pensions,Labor Expense,2017,67.941
HQ,MTA Headquarters,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",202.251,202.251,1/1/2017,Professional Service Contracts,Non-labor Expense,2017,202.251
HQ,MTA Headquarters,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-77.246,-77.246,1/1/2017,Reimbursable Overhead,Labor Expense,2017,-77.246
HQ,MTA Headquarters,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",0,0,1/1/2017,Total MTA HQ Debt Service for 2 Broadway Certificates of Participation,Debt Service,2017,0
HQ,MTA Headquarters,Mid-year forecast,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",3.72,3.72,1/1/2018,Claims,Non-labor Expense,2018,3.72
HQ,MTA Headquarters,Mid-year forecast,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",5.865,5.865,1/1/2018,Electric Power,Non-labor Expense,2018,5.865
HQ,MTA Headquarters,Mid-year forecast,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0.923,0.923,1/1/2018,Fuel,Non-labor Expense,2018,0.923
HQ,MTA Headquarters,Mid-year forecast,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",55.08,55.08,1/1/2018,Health and Welfare,Labor Expense,2018,55.08
HQ,MTA Headquarters,Mid-year forecast,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",1.824,1.824,1/1/2018,Insurance,Non-labor Expense,2018,1.824
HQ,MTA Headquarters,Mid-year forecast,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",80.115,80.115,1/1/2018,Maintenance and Other Operating Contracts,Non-labor Expense,2018,80.115
HQ,MTA Headquarters,Mid-year forecast,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0.515,0.515,1/1/2018,Materials and Supplies,Non-labor Expense,2018,0.515
HQ,MTA Headquarters,Mid-year forecast,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",15.643,15.643,1/1/2018,OPEB Current Payment,Labor Expense,2018,15.643
HQ,MTA Headquarters,Mid-year forecast,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",24.43,24.43,1/1/2018,Other Business Expenses,Non-labor Expense,2018,24.43
HQ,MTA Headquarters,Mid-year forecast,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",29.257,29.257,1/1/2018,Other Fringe Benefits,Labor Expense,2018,29.257
HQ,MTA Headquarters,Mid-year forecast,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",27.582,27.582,1/1/2018,Overtime,Labor Expense,2018,27.582
HQ,MTA Headquarters,Mid-year forecast,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2018,Paratransit Service Contracts,Non-labor Expense,2018,0
HQ,MTA Headquarters,Mid-year forecast,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",285.033,285.033,1/1/2018,Payroll,Labor Expense,2018,285.033
HQ,MTA Headquarters,Mid-year forecast,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",72.481,72.481,1/1/2018,Pensions,Labor Expense,2018,72.481
HQ,MTA Headquarters,Mid-year forecast,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",193.519,193.519,1/1/2018,Professional Service Contracts,Non-labor Expense,2018,193.519
HQ,MTA Headquarters,Mid-year forecast,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-55.866,-55.866,1/1/2018,Reimbursable Overhead,Labor Expense,2018,-55.866
HQ,MTA Headquarters,Mid-year forecast,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",0,0,1/1/2018,Total MTA HQ Debt Service for 2 Broadway Certificates of Participation,Debt Service,2018,0
HQ,MTA Headquarters,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.326,2.326,1/1/2019,Claims,Non-labor Expense,2019,2.326
HQ,MTA Headquarters,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",6.648,6.648,1/1/2019,Electric Power,Non-labor Expense,2019,6.648
HQ,MTA Headquarters,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",1.206,1.206,1/1/2019,Fuel,Non-labor Expense,2019,1.206
HQ,MTA Headquarters,Preliminary budget,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",54.787,54.787,1/1/2019,Health and Welfare,Labor Expense,2019,54.787
HQ,MTA Headquarters,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",1.857,1.857,1/1/2019,Insurance,Non-labor Expense,2019,1.857
HQ,MTA Headquarters,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",95.747,95.747,1/1/2019,Maintenance and Other Operating Contracts,Non-labor Expense,2019,95.747
HQ,MTA Headquarters,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0.566,0.566,1/1/2019,Materials and Supplies,Non-labor Expense,2019,0.566
HQ,MTA Headquarters,Preliminary budget,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",15.768,15.768,1/1/2019,OPEB Current Payment,Labor Expense,2019,15.768
HQ,MTA Headquarters,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",21.274,21.274,1/1/2019,Other Business Expenses,Non-labor Expense,2019,21.274
HQ,MTA Headquarters,Preliminary budget,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",33.822,33.822,1/1/2019,Other Fringe Benefits,Labor Expense,2019,33.822
HQ,MTA Headquarters,Preliminary budget,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",17.204,17.204,1/1/2019,Overtime,Labor Expense,2019,17.204
HQ,MTA Headquarters,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2019,Paratransit Service Contracts,Non-labor Expense,2019,0
HQ,MTA Headquarters,Preliminary budget,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",288.188,288.188,1/1/2019,Payroll,Labor Expense,2019,288.188
HQ,MTA Headquarters,Preliminary budget,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",69.875,69.875,1/1/2019,Pensions,Labor Expense,2019,69.875
HQ,MTA Headquarters,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",235.988,235.988,1/1/2019,Professional Service Contracts,Non-labor Expense,2019,235.988
HQ,MTA Headquarters,Preliminary budget,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-61.683,-61.683,1/1/2019,Reimbursable Overhead,Labor Expense,2019,-61.683
HQ,MTA Headquarters,Preliminary budget,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",0,0,1/1/2019,Total MTA HQ Debt Service for 2 Broadway Certificates of Participation,Debt Service,2019,0
HQ,MTA Headquarters,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.142,2.142,1/1/2020,Claims,Non-labor Expense,2020,2.142
HQ,MTA Headquarters,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",6.965,6.965,1/1/2020,Electric Power,Non-labor Expense,2020,6.965
HQ,MTA Headquarters,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",1.122,1.122,1/1/2020,Fuel,Non-labor Expense,2020,1.122
HQ,MTA Headquarters,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",57.089,57.089,1/1/2020,Health and Welfare,Labor Expense,2020,57.089
HQ,MTA Headquarters,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.067,2.067,1/1/2020,Insurance,Non-labor Expense,2020,2.067
HQ,MTA Headquarters,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",81.749,81.749,1/1/2020,Maintenance and Other Operating Contracts,Non-labor Expense,2020,81.749
HQ,MTA Headquarters,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0.356,0.356,1/1/2020,Materials and Supplies,Non-labor Expense,2020,0.356
HQ,MTA Headquarters,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",16.415,16.415,1/1/2020,OPEB Current Payment,Labor Expense,2020,16.415
HQ,MTA Headquarters,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",21.561,21.561,1/1/2020,Other Business Expenses,Non-labor Expense,2020,21.561
